Day,DayT_Mean,DayT_Max,Tmax_7daymean,Site,Type,Region
7/13/2018,14.434125,17.379,14.99114286,14Coast,Buffer,Coast
7/14/2018,14.43754167,17.855,15.63257143,14Coast,Buffer,Coast
7/15/2018,14.712625,18.331,16.17742857,14Coast,Buffer,Coast
7/16/2018,14.83995833,18.806,16.85857143,14Coast,Buffer,Coast
7/17/2018,15.08391667,18.616,17.70514286,14Coast,Buffer,Coast
6/22/2018,14.50483333,15.473,19.731,20Coast,Clearcut,Coast
6/23/2018,13.72504167,14.517,19.19971429,20Coast,Clearcut,Coast
6/24/2018,16.12975,20.805,19.30857143,20Coast,Clearcut,Coast
6/25/2018,14.21158333,16.808,18.71028571,20Coast,Clearcut,Coast
6/26/2018,13.062625,14.325,17.71642857,20Coast,Clearcut,Coast
6/27/2018,13.89545833,18.616,17.33557143,20Coast,Clearcut,Coast
6/28/2018,12.20670833,12.787,16.19014286,20Coast,Clearcut,Coast
6/29/2018,12.20216667,13.269,15.87528571,20Coast,Clearcut,Coast
6/30/2018,12.40004167,13.365,15.71071429,20Coast,Clearcut,Coast
7/1/2018,12.14204167,12.98,14.59285714,20Coast,Clearcut,Coast
7/2/2018,11.73325,13.173,14.07357143,20Coast,Clearcut,Coast
7/3/2018,13.57225,17.855,14.57785714,20Coast,Clearcut,Coast
7/4/2018,15.19895833,19.472,14.70014286,20Coast,Clearcut,Coast
7/5/2018,17.00670833,21.855,15.99557143,20Coast,Clearcut,Coast
7/6/2018,16.37366667,18.996,16.81371429,20Coast,Clearcut,Coast
7/7/2018,14.36033333,16.808,17.30557143,20Coast,Clearcut,Coast
7/8/2018,15.05220833,18.426,18.08357143,20Coast,Clearcut,Coast
7/9/2018,14.801125,17.855,18.75242857,20Coast,Clearcut,Coast
7/10/2018,13.74954167,14.613,18.28928571,20Coast,Clearcut,Coast
7/11/2018,15.93479167,20.519,18.43885714,20Coast,Clearcut,Coast
7/12/2018,16.92704167,21.664,18.41157143,20Coast,Clearcut,Coast
7/13/2018,17.345125,22.142,18.861,20Coast,Clearcut,Coast
7/14/2018,17.23745833,22.142,19.623,20Coast,Clearcut,Coast
7/15/2018,17.53525,22.621,20.22228571,20Coast,Clearcut,Coast
7/16/2018,17.8495,23.004,20.95785714,20Coast,Clearcut,Coast
7/17/2018,16.046,16.046,21.16257143,20Coast,Clearcut,Coast
6/22/2018,11.722,11.916,11.99814286,23Coast,Buffer,Coast
6/23/2018,11.54416667,11.722,12.13728571,23Coast,Buffer,Coast
6/24/2018,11.73008333,12.11,12.23428571,23Coast,Buffer,Coast
6/25/2018,11.71795833,11.819,12.19271429,23Coast,Buffer,Coast
6/26/2018,11.42283333,11.625,12.08185714,23Coast,Buffer,Coast
6/27/2018,11.36175,11.625,11.91585714,23Coast,Buffer,Coast
6/28/2018,11.22816667,11.431,11.74971429,23Coast,Buffer,Coast
6/29/2018,11.11433333,11.236,11.65257143,23Coast,Buffer,Coast
6/30/2018,11.20366667,11.236,11.58314286,23Coast,Buffer,Coast
7/1/2018,11.24041667,11.431,11.48614286,23Coast,Buffer,Coast
7/2/2018,11.00875,11.236,11.40285714,23Coast,Buffer,Coast
7/3/2018,10.841875,11.139,11.33342857,23Coast,Buffer,Coast
7/4/2018,11.42204167,11.916,11.375,23Coast,Buffer,Coast
7/5/2018,12.15820833,12.69,11.55485714,23Coast,Buffer,Coast
7/6/2018,12.41641667,12.787,11.77642857,23Coast,Buffer,Coast
7/7/2018,12.364625,12.401,11.94285714,23Coast,Buffer,Coast
7/8/2018,12.08970833,12.497,12.09514286,23Coast,Buffer,Coast
7/9/2018,12.19891667,12.401,12.26157143,23Coast,Buffer,Coast
7/10/2018,11.98875,12.207,12.41414286,23Coast,Buffer,Coast
7/11/2018,12.166125,12.69,12.52471429,23Coast,Buffer,Coast
7/12/2018,12.63391667,13.076,12.57985714,23Coast,Buffer,Coast
7/13/2018,12.967625,13.365,12.66242857,23Coast,Buffer,Coast
7/14/2018,13.14420833,13.558,12.82771429,23Coast,Buffer,Coast
7/15/2018,13.437125,13.942,13.03414286,23Coast,Buffer,Coast
7/16/2018,13.59341667,14.134,13.28171429,23Coast,Buffer,Coast
7/17/2018,13.83379167,14.23,13.57071429,23Coast,Buffer,Coast
6/22/2018,12.18645833,12.787,13.25242857,24Coast,Buffer,Coast
6/23/2018,11.76241667,12.013,13.36342857,24Coast,Buffer,Coast
6/24/2018,12.34729167,13.076,13.45985714,24Coast,Buffer,Coast
6/25/2018,11.59245833,12.497,13.29457143,24Coast,Buffer,Coast
6/26/2018,11.01270833,11.528,12.936,24Coast,Buffer,Coast
6/27/2018,11.0775,11.528,12.509,24Coast,Buffer,Coast
6/28/2018,10.83779167,11.334,12.109,24Coast,Buffer,Coast
6/29/2018,10.60583333,10.748,11.81771429,24Coast,Buffer,Coast
6/30/2018,10.78883333,10.846,11.651,24Coast,Buffer,Coast
7/1/2018,10.62629167,10.748,11.31842857,24Coast,Buffer,Coast
7/2/2018,10.01370833,10.357,11.01271429,24Coast,Buffer,Coast
7/3/2018,9.99225,10.748,10.90128571,24Coast,Buffer,Coast
7/4/2018,11.49804167,12.401,11.026,24Coast,Buffer,Coast
7/5/2018,12.91104167,13.654,11.35742857,24Coast,Buffer,Coast
7/6/2018,13.31304167,13.654,11.77257143,24Coast,Buffer,Coast
7/7/2018,12.137625,13.076,12.09114286,24Coast,Buffer,Coast
7/8/2018,11.77029167,12.497,12.341,24Coast,Buffer,Coast
7/9/2018,12.16645833,12.497,12.64671429,24Coast,Buffer,Coast
7/10/2018,11.76645833,12.207,12.85514286,24Coast,Buffer,Coast
7/11/2018,12.22616667,13.076,12.95157143,24Coast,Buffer,Coast
7/12/2018,13.20008333,14.038,13.00642857,24Coast,Buffer,Coast
7/13/2018,13.73370833,14.134,13.075,24Coast,Buffer,Coast
7/14/2018,13.90141667,14.613,13.29457143,24Coast,Buffer,Coast
7/15/2018,14.33708333,15.091,13.66514286,24Coast,Buffer,Coast
7/16/2018,14.58854167,15.378,14.07671429,24Coast,Buffer,Coast
7/17/2018,15.031125,15.569,14.557,24Coast,Buffer,Coast
6/22/2018,11.96025,12.69,14.60985714,27Coast,Clearcut,Coast
6/23/2018,11.45879167,11.916,14.41657143,27Coast,Clearcut,Coast
6/24/2018,12.65479167,14.709,14.55357143,27Coast,Clearcut,Coast
6/25/2018,11.96791667,13.076,14.17014286,27Coast,Clearcut,Coast
6/26/2018,10.69066667,11.819,13.55271429,27Coast,Clearcut,Coast
6/27/2018,11.2,12.69,13.10057143,27Coast,Clearcut,Coast
6/28/2018,10.64608333,11.528,12.63257143,27Coast,Clearcut,Coast
6/29/2018,10.193625,10.553,12.32728571,27Coast,Clearcut,Coast
6/30/2018,10.21,10.357,12.10457143,27Coast,Clearcut,Coast
7/1/2018,9.8455,10.455,11.49685714,27Coast,Clearcut,Coast
7/2/2018,9.636125,10.357,11.10842857,27Coast,Clearcut,Coast
7/3/2018,9.8785,11.722,11.09457143,27Coast,Clearcut,Coast
7/4/2018,11.25825,13.173,11.16357143,27Coast,Clearcut,Coast
7/5/2018,13.11066667,15.569,11.74085714,27Coast,Clearcut,Coast
7/6/2018,13.34808333,14.421,12.29342857,27Coast,Clearcut,Coast
7/7/2018,11.43741667,13.076,12.68185714,27Coast,Clearcut,Coast
7/8/2018,10.88533333,12.11,12.91828571,27Coast,Clearcut,Coast
7/9/2018,11.068625,12.11,13.16871429,27Coast,Clearcut,Coast
7/10/2018,10.63841667,10.846,13.04357143,27Coast,Clearcut,Coast
7/11/2018,11.57691667,13.365,13.071,27Coast,Clearcut,Coast
7/12/2018,12.52020833,14.804,12.96171429,27Coast,Clearcut,Coast
7/13/2018,13.14445833,15.282,13.08471429,27Coast,Clearcut,Coast
7/14/2018,13.50916667,15.951,13.49542857,27Coast,Clearcut,Coast
7/15/2018,14.058,16.523,14.12585714,27Coast,Clearcut,Coast
7/16/2018,14.36958333,16.808,14.797,27Coast,Clearcut,Coast
7/17/2018,15.02545833,16.999,15.676,27Coast,Clearcut,Coast
6/22/2018,12.18645833,12.787,NA,EastCreekCoast,Reference,Coast
6/23/2018,11.76241667,12.013,NA,EastCreekCoast,Reference,Coast
6/24/2018,12.34729167,13.076,NA,EastCreekCoast,Reference,Coast
6/25/2018,11.59245833,12.497,NA,EastCreekCoast,Reference,Coast
6/26/2018,11.01270833,11.528,NA,EastCreekCoast,Reference,Coast
6/27/2018,11.0775,11.528,NA,EastCreekCoast,Reference,Coast
6/28/2018,10.83779167,11.334,12.109,EastCreekCoast,Reference,Coast
6/29/2018,10.60583333,10.748,11.81771429,EastCreekCoast,Reference,Coast
6/30/2018,10.78883333,10.846,11.651,EastCreekCoast,Reference,Coast
7/1/2018,10.62629167,10.748,11.31842857,EastCreekCoast,Reference,Coast
7/2/2018,10.01370833,10.357,11.01271429,EastCreekCoast,Reference,Coast
7/3/2018,9.99225,10.748,10.90128571,EastCreekCoast,Reference,Coast
7/4/2018,11.49804167,12.401,11.026,EastCreekCoast,Reference,Coast
7/5/2018,12.91104167,13.654,11.35742857,EastCreekCoast,Reference,Coast
7/6/2018,13.31304167,13.654,11.77257143,EastCreekCoast,Reference,Coast
7/7/2018,12.137625,13.076,12.09114286,EastCreekCoast,Reference,Coast
7/8/2018,11.77029167,12.497,12.341,EastCreekCoast,Reference,Coast
7/9/2018,12.16645833,12.497,12.64671429,EastCreekCoast,Reference,Coast
7/10/2018,11.76645833,12.207,12.85514286,EastCreekCoast,Reference,Coast
7/11/2018,12.22616667,13.076,12.95157143,EastCreekCoast,Reference,Coast
7/12/2018,13.20008333,14.038,13.00642857,EastCreekCoast,Reference,Coast
7/13/2018,13.73370833,14.134,13.075,EastCreekCoast,Reference,Coast
7/14/2018,13.90141667,14.613,13.29457143,EastCreekCoast,Reference,Coast
7/15/2018,14.33708333,15.091,13.66514286,EastCreekCoast,Reference,Coast
7/16/2018,14.58854167,15.378,14.07671429,EastCreekCoast,Reference,Coast
7/17/2018,15.031125,15.569,14.557,EastCreekCoast,Reference,Coast
6/22/2018,12.83483333,13.558,NA,GriffithsCoast,Reference,Coast
6/23/2018,12.32379167,12.69,NA,GriffithsCoast,Reference,Coast
6/24/2018,13.035625,13.846,NA,GriffithsCoast,Reference,Coast
6/25/2018,12.1295,13.269,17.26385714,GriffithsCoast,Reference,Coast
6/26/2018,11.91708333,16.332,16.47485714,GriffithsCoast,Reference,Coast
6/27/2018,12.48808333,17.95,15.93057143,GriffithsCoast,Reference,Coast
6/28/2018,11.158625,12.207,14.26457143,GriffithsCoast,Reference,Coast
6/29/2018,11.18291667,11.722,14.00228571,GriffithsCoast,Reference,Coast
6/30/2018,11.51991667,11.625,13.85014286,GriffithsCoast,Reference,Coast
7/1/2018,11.48295833,13.269,13.76771429,GriffithsCoast,Reference,Coast
7/2/2018,10.96220833,14.134,13.89128571,GriffithsCoast,Reference,Coast
7/3/2018,11.58670833,15.282,13.74128571,GriffithsCoast,Reference,Coast
7/4/2018,14.111625,18.521,13.82285714,GriffithsCoast,Reference,Coast
7/5/2018,15.80508333,20.996,15.07842857,GriffithsCoast,Reference,Coast
7/6/2018,15.29379167,16.523,15.76428571,GriffithsCoast,Reference,Coast
7/7/2018,12.899125,13.654,16.05414286,GriffithsCoast,Reference,Coast
7/8/2018,12.80604167,14.134,16.17771429,GriffithsCoast,Reference,Coast
7/9/2018,13.37704167,13.846,16.13657143,GriffithsCoast,Reference,Coast
7/10/2018,12.465,13.173,15.83528571,GriffithsCoast,Reference,Coast
7/11/2018,13.26279167,15.473,15.39985714,GriffithsCoast,Reference,Coast
7/12/2018,14.550875,18.806,15.087,GriffithsCoast,Reference,Coast
7/13/2018,15.44008333,20.519,15.65785714,GriffithsCoast,Reference,Coast
7/14/2018,16.008125,23.292,17.03471429,GriffithsCoast,Reference,Coast
7/15/2018,16.93954167,25.222,18.61871429,GriffithsCoast,Reference,Coast
7/16/2018,17.41629167,25.708,20.31328571,GriffithsCoast,Reference,Coast
7/17/2018,17.66729167,26.488,22.21542857,GriffithsCoast,Reference,Coast
6/22/2018,14.05379167,14.709,NA,GstreamCoast_Water,Reference,Coast
6/23/2018,13.55754167,13.942,NA,GstreamCoast_Water,Reference,Coast
6/24/2018,13.99333333,14.613,NA,GstreamCoast_Water,Reference,Coast
6/25/2018,13.63358333,14.23,17.78571429,GstreamCoast_Water,Reference,Coast
6/26/2018,13.03966667,13.846,16.66885714,GstreamCoast_Water,Reference,Coast
6/27/2018,12.979125,13.846,15.57928571,GstreamCoast_Water,Reference,Coast
6/28/2018,12.80275,13.461,14.09242857,GstreamCoast_Water,Reference,Coast
6/29/2018,12.41675,12.594,13.79028571,GstreamCoast_Water,Reference,Coast
6/30/2018,12.617875,12.69,13.61142857,GstreamCoast_Water,Reference,Coast
7/1/2018,12.7465,13.365,13.43314286,GstreamCoast_Water,Reference,Coast
7/2/2018,12.36783333,12.98,13.25457143,GstreamCoast_Water,Reference,Coast
7/3/2018,12.28445833,14.134,13.29571429,GstreamCoast_Water,Reference,Coast
7/4/2018,13.599625,14.996,13.46,GstreamCoast_Water,Reference,Coast
7/5/2018,15.26575,16.427,13.88371429,GstreamCoast_Water,Reference,Coast
7/6/2018,15.68404167,16.237,14.40414286,GstreamCoast_Water,Reference,Coast
7/7/2018,14.80391667,15.473,14.80171429,GstreamCoast_Water,Reference,Coast
7/8/2018,15.05479167,16.237,15.212,GstreamCoast_Water,Reference,Coast
7/9/2018,14.83595833,15.282,15.54085714,GstreamCoast_Water,Reference,Coast
7/10/2018,14.193625,14.804,15.63657143,GstreamCoast_Water,Reference,Coast
7/11/2018,14.9105,16.713,15.88185714,GstreamCoast_Water,Reference,Coast
7/12/2018,15.706875,17.57,16.04514286,GstreamCoast_Water,Reference,Coast
7/13/2018,16.021375,17.379,16.20828571,GstreamCoast_Water,Reference,Coast
7/14/2018,15.88604167,17.379,16.48057143,GstreamCoast_Water,Reference,Coast
7/15/2018,16.188375,17.475,16.65742857,GstreamCoast_Water,Reference,Coast
7/16/2018,16.22808333,17.379,16.957,GstreamCoast_Water,Reference,Coast
7/17/2018,16.54995833,17.475,17.33857143,GstreamCoast_Water,Reference,Coast
6/22/2018,12.18645833,12.787,NA,MothertreeCoast,Clearcut,Coast
6/23/2018,11.76241667,12.013,NA,MothertreeCoast,Clearcut,Coast
6/24/2018,12.34729167,13.076,NA,MothertreeCoast,Clearcut,Coast
6/25/2018,11.59245833,12.497,NA,MothertreeCoast,Clearcut,Coast
6/26/2018,11.01270833,11.528,NA,MothertreeCoast,Clearcut,Coast
6/27/2018,11.0775,11.528,NA,MothertreeCoast,Clearcut,Coast
6/28/2018,10.83779167,11.334,12.109,MothertreeCoast,Clearcut,Coast
6/29/2018,10.60583333,10.748,11.81771429,MothertreeCoast,Clearcut,Coast
6/30/2018,10.78883333,10.846,11.651,MothertreeCoast,Clearcut,Coast
7/1/2018,10.62629167,10.748,11.31842857,MothertreeCoast,Clearcut,Coast
7/2/2018,10.01370833,10.357,11.01271429,MothertreeCoast,Clearcut,Coast
7/3/2018,9.99225,10.748,10.90128571,MothertreeCoast,Clearcut,Coast
7/4/2018,11.49804167,12.401,11.026,MothertreeCoast,Clearcut,Coast
7/5/2018,12.91104167,13.654,11.35742857,MothertreeCoast,Clearcut,Coast
7/6/2018,13.31304167,13.654,11.77257143,MothertreeCoast,Clearcut,Coast
7/7/2018,12.137625,13.076,12.09114286,MothertreeCoast,Clearcut,Coast
7/8/2018,11.77029167,12.497,12.341,MothertreeCoast,Clearcut,Coast
7/9/2018,12.16645833,12.497,12.64671429,MothertreeCoast,Clearcut,Coast
7/10/2018,11.76645833,12.207,12.85514286,MothertreeCoast,Clearcut,Coast
7/11/2018,12.22616667,13.076,12.95157143,MothertreeCoast,Clearcut,Coast
7/12/2018,13.20008333,14.038,13.00642857,MothertreeCoast,Clearcut,Coast
7/13/2018,13.73370833,14.134,13.075,MothertreeCoast,Clearcut,Coast
7/14/2018,13.90141667,14.613,13.29457143,MothertreeCoast,Clearcut,Coast
7/15/2018,14.33708333,15.091,13.66514286,MothertreeCoast,Clearcut,Coast
7/16/2018,14.58854167,15.378,14.07671429,MothertreeCoast,Clearcut,Coast
7/17/2018,15.031125,15.569,14.557,MothertreeCoast,Clearcut,Coast
6/22/2018,11.81495833,12.207,12.52342857,SpringCoast,Reference,Coast
6/23/2018,11.44704167,11.625,12.579,SpringCoast,Reference,Coast
6/24/2018,11.7705,12.304,12.63442857,SpringCoast,Reference,Coast
6/25/2018,11.66541667,12.013,12.52385714,SpringCoast,Reference,Coast
6/26/2018,11.15079167,11.528,12.28885714,SpringCoast,Reference,Coast
6/27/2018,11.02866667,11.528,12.04014286,SpringCoast,Reference,Coast
6/28/2018,10.90275,11.334,11.79128571,SpringCoast,Reference,Coast
6/29/2018,10.65475,10.748,11.58285714,SpringCoast,Reference,Coast
6/30/2018,10.71991667,10.846,11.47157143,SpringCoast,Reference,Coast
7/1/2018,10.8215,11.041,11.29114286,SpringCoast,Reference,Coast
7/2/2018,10.64641667,10.846,11.12442857,SpringCoast,Reference,Coast
7/3/2018,10.295,10.944,11.041,SpringCoast,Reference,Coast
7/4/2018,11.21425,12.11,11.12414286,SpringCoast,Reference,Coast
7/5/2018,12.43991667,13.173,11.38685714,SpringCoast,Reference,Coast
7/6/2018,12.76258333,13.076,11.71942857,SpringCoast,Reference,Coast
7/7/2018,12.42875,12.787,11.99671429,SpringCoast,Reference,Coast
7/8/2018,12.05316667,12.594,12.21857143,SpringCoast,Reference,Coast
7/9/2018,12.049375,12.304,12.42685714,SpringCoast,Reference,Coast
7/10/2018,11.79475,12.11,12.59342857,SpringCoast,Reference,Coast
7/11/2018,12.117375,12.883,12.70385714,SpringCoast,Reference,Coast
7/12/2018,12.63329167,13.365,12.73128571,SpringCoast,Reference,Coast
7/13/2018,12.99145833,13.654,12.81385714,SpringCoast,Reference,Coast
7/14/2018,13.04745833,13.846,12.96514286,SpringCoast,Reference,Coast
7/15/2018,13.308375,14.038,13.17142857,SpringCoast,Reference,Coast
7/16/2018,13.43666667,14.134,13.43285714,SpringCoast,Reference,Coast
7/17/2018,13.72933333,14.325,13.74928571,SpringCoast,Reference,Coast
7/6/2018,14.64983333,21.855,20.70871429,9Interior,Clearcut,Interior
7/7/2018,10.41641667,23.677,21.96257143,9Interior,Clearcut,Interior
7/8/2018,11.99025,29.953,22.749,9Interior,Clearcut,Interior
7/9/2018,14.347375,26.488,24.94171429,9Interior,Clearcut,Interior
7/10/2018,11.18141667,18.331,25.37728571,9Interior,Clearcut,Interior
7/11/2018,12.927375,26.781,26.13557143,9Interior,Clearcut,Interior
7/12/2018,15.95545833,34.585,25.95285714,9Interior,Clearcut,Interior
7/13/2018,16.90229167,34.479,27.75628571,9Interior,Clearcut,Interior
7/14/2018,14.71279167,30.154,28.68157143,9Interior,Clearcut,Interior
7/15/2018,15.13175,35.328,29.44942857,9Interior,Clearcut,Interior
7/16/2018,17.249875,36.511,30.88128571,9Interior,Clearcut,Interior
7/17/2018,18.39770833,35.435,33.32471429,9Interior,Clearcut,Interior
7/18/2018,16.51579167,33.014,34.21514286,9Interior,Clearcut,Interior
7/19/2018,13.467875,29.452,33.48185714,9Interior,Clearcut,Interior
7/20/2018,10.85320833,24.738,32.09028571,9Interior,Clearcut,Interior
7/21/2018,9.8945,21.855,30.90471429,9Interior,Clearcut,Interior
7/22/2018,14.06225,31.574,30.36842857,9Interior,Clearcut,Interior
7/23/2018,15.60854167,33.535,29.94328571,9Interior,Clearcut,Interior
7/24/2018,14.80670833,27.961,28.87557143,9Interior,Clearcut,Interior
7/25/2018,15.81841667,32.704,28.83128571,9Interior,Clearcut,Interior
7/26/2018,17.697125,31.268,29.09071429,9Interior,Clearcut,Interior
7/27/2018,16.57195833,32.394,30.18442857,9Interior,Clearcut,Interior
7/28/2018,17.15333333,35.009,32.06357143,9Interior,Clearcut,Interior
7/29/2018,18.46570833,36.946,32.831,9Interior,Clearcut,Interior
7/30/2018,19.27379167,38.046,33.47542857,9Interior,Clearcut,Interior
7/31/2018,18.476375,38.157,34.932,9Interior,Clearcut,Interior
8/1/2018,17.585625,34.691,35.21585714,9Interior,Clearcut,Interior
8/2/2018,13.93695833,30.255,35.07114286,9Interior,Clearcut,Interior
8/3/2018,10.11966667,17.95,33.00771429,9Interior,Clearcut,Interior
8/4/2018,11.79845833,26.585,31.80428571,9Interior,Clearcut,Interior
8/5/2018,13.907625,31.166,30.97857143,9Interior,Clearcut,Interior
8/6/2018,16.738125,32.188,30.14171429,9Interior,Clearcut,Interior
8/7/2018,7.882,7.882,25.81671429,9Interior,Clearcut,Interior
7/6/2018,15.38629167,19.282,17.46,11Interior,Buffer,Interior
7/7/2018,14.36525,20.805,18.413,11Interior,Buffer,Interior
7/8/2018,14.041375,22.238,19.54342857,11Interior,Buffer,Interior
7/9/2018,14.241125,20.615,20.55157143,11Interior,Buffer,Interior
7/10/2018,14.10370833,20.424,21.00014286,11Interior,Buffer,Interior
7/11/2018,13.695375,20.996,21.27214286,11Interior,Buffer,Interior
7/12/2018,14.4285,25.028,21.34114286,11Interior,Buffer,Interior
7/13/2018,15.05141667,25.902,22.28685714,11Interior,Buffer,Interior
7/14/2018,12.965625,24.062,22.75214286,11Interior,Buffer,Interior
7/15/2018,12.813375,25.708,23.24785714,11Interior,Buffer,Interior
7/16/2018,14.82054167,27.37,24.21285714,11Interior,Buffer,Interior
7/17/2018,16.113625,27.665,25.24728571,11Interior,Buffer,Interior
7/18/2018,15.732625,28.159,26.27057143,11Interior,Buffer,Interior
7/19/2018,13.25508333,25.222,26.29828571,11Interior,Buffer,Interior
7/20/2018,11.23979167,20.996,25.59742857,11Interior,Buffer,Interior
7/21/2018,11.16329167,23.677,25.54242857,11Interior,Buffer,Interior
7/22/2018,14.380625,27.173,25.75171429,11Interior,Buffer,Interior
7/23/2018,15.58533333,28.655,25.93528571,11Interior,Buffer,Interior
7/24/2018,14.94666667,27.567,25.92128571,11Interior,Buffer,Interior
7/25/2018,14.73020833,27.665,25.85071429,11Interior,Buffer,Interior
7/26/2018,16.68629167,28.159,26.27028571,11Interior,Buffer,Interior
7/27/2018,15.40466667,28.357,27.32185714,11Interior,Buffer,Interior
7/28/2018,15.14020833,25.805,27.62585714,11Interior,Buffer,Interior
7/29/2018,16.641625,32.394,28.37171429,11Interior,Buffer,Interior
7/30/2018,18.22466667,30.054,28.57157143,11Interior,Buffer,Interior
7/31/2018,17.66241667,31.268,29.10028571,11Interior,Buffer,Interior
8/1/2018,16.48020833,27.468,29.07214286,11Interior,Buffer,Interior
8/2/2018,13.74329167,25.708,28.722,11Interior,Buffer,Interior
8/3/2018,11.910375,21.378,27.725,11Interior,Buffer,Interior
8/4/2018,11.8355,24.641,27.55871429,11Interior,Buffer,Interior
8/5/2018,13.18708333,25.902,26.63128571,11Interior,Buffer,Interior
8/6/2018,15.82154167,27.862,26.31814286,11Interior,Buffer,Interior
8/7/2018,6.573,6.573,22.79028571,11Interior,Buffer,Interior
7/6/2018,9.467583333,10.063,8.902714286,15Interior,Buffer,Interior
7/7/2018,8.782416667,9.669,9.086571429,15Interior,Buffer,Interior
7/8/2018,8.311208333,9.472,9.171285714,15Interior,Buffer,Interior
7/9/2018,8.851875,9.669,9.483857143,15Interior,Buffer,Interior
7/10/2018,9.101083333,9.669,9.724714286,15Interior,Buffer,Interior
7/11/2018,8.722625,9.768,9.837571429,15Interior,Buffer,Interior
7/12/2018,9.464416667,10.748,9.865428571,15Interior,Buffer,Interior
7/13/2018,9.924916667,11.139,10.01914286,15Interior,Buffer,Interior
7/14/2018,9.807375,10.651,10.15942857,15Interior,Buffer,Interior
7/15/2018,9.24525,10.651,10.32785714,15Interior,Buffer,Interior
7/16/2018,9.956458333,11.431,10.57957143,15Interior,Buffer,Interior
7/17/2018,10.58841667,12.207,10.94214286,15Interior,Buffer,Interior
7/18/2018,11.07875,12.594,11.34585714,15Interior,Buffer,Interior
7/19/2018,10.46108333,11.819,11.49885714,15Interior,Buffer,Interior
7/20/2018,9.384833333,10.357,11.38714286,15Interior,Buffer,Interior
7/21/2018,8.35025,9.176,11.17642857,15Interior,Buffer,Interior
7/22/2018,9.327666667,11.041,11.23214286,15Interior,Buffer,Interior
